,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,tipo_mudanca,log_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
415,threshold_strategy,fixed_frequency_delta_percentage3,[93],"[9, 18, 27, 37, 46, 56, 65, 74, 84, 93]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw10k.mxml,sw,10000,Fixed,1000,Fixed,False,0,3,4
416,time_series_strategy,cpd_frequency_delta1,"[5, 9, 14, 19, 23, 28, 33, 38, 42, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
417,time_series_strategy,cpd_frequency_delta3,"[6, 10, 15, 20, 24, 29, 34, 38, 43, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,1.33,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
418,time_series_strategy,cpd_prob_freq_delta1,"[5, 9, 14, 19, 24, 28, 33, 37, 42, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
419,time_series_strategy,cpd_prob_freq_delta3,"[6, 10, 15, 20, 24, 29, 34, 38, 43, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,1.33,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
420,threshold_strategy,gtest_frequency1,"[5, 10, 14, 19, 23, 28, 32, 38, 42, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
421,threshold_strategy,gtest_frequency3,"[5, 10, 14, 19, 23, 28, 32, 38, 42, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
422,threshold_strategy,fixed_frequency_delta_percentage1,"[1, 10, 12, 21, 22, 40, 42, 46]","[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",0.75,1.57,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
423,threshold_strategy,fixed_frequency_delta_percentage3,[46],"[4, 9, 14, 18, 23, 28, 32, 37, 42, 46]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw5k.mxml,sw,5000,Fixed,1000,Fixed,False,0,3,4
424,time_series_strategy,cpd_frequency_delta1,"[7, 14, 21, 28, 35, 42, 49, 56, 63, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
425,time_series_strategy,cpd_frequency_delta3,"[8, 15, 22, 29, 36, 43, 50, 57, 64, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,2.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
426,time_series_strategy,cpd_prob_freq_delta1,"[7, 14, 21, 28, 35, 42, 49, 56, 63, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
427,time_series_strategy,cpd_prob_freq_delta3,"[8, 15, 22, 29, 36, 43, 50, 57, 64, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,2.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
428,threshold_strategy,gtest_frequency1,"[7, 14, 21, 28, 35, 42, 49, 56, 63, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
429,threshold_strategy,gtest_frequency3,"[7, 14, 21, 28, 35, 42, 49, 56, 63, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",1.0,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
430,threshold_strategy,fixed_frequency_delta_percentage1,"[2, 4, 6, 15, 16, 19, 20, 30, 31, 59, 60, 61, 62, 69]","[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",0.55,1.85,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
431,threshold_strategy,fixed_frequency_delta_percentage3,[69],"[6, 13, 20, 27, 34, 41, 48, 55, 62, 69]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\sw\sw7.5k.MXML,sw,7500,Fixed,1000,Fixed,False,0,3,4
432,time_series_strategy,cpd_frequency_delta1,"[4, 9, 14, 16, 18, 23, 27, 32, 36, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",0.95,0.6,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
433,time_series_strategy,cpd_frequency_delta3,"[5, 10, 14, 19, 23, 28, 33, 37, 43, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",1.0,1.33,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
434,time_series_strategy,cpd_prob_freq_delta1,"[32, 36, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",0.5,0.67,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
435,time_series_strategy,cpd_prob_freq_delta3,"[6, 10, 14, 19, 23, 27, 33, 37, 43, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",1.0,1.33,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
436,threshold_strategy,gtest_frequency1,"[5, 9, 14, 18, 23, 27, 32, 36, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
437,threshold_strategy,gtest_frequency3,"[5, 9, 14, 18, 23, 27, 32, 36, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
438,threshold_strategy,fixed_frequency_delta_percentage1,"[4, 9, 13, 19, 20, 21, 22, 29, 32, 37, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",0.9,0.82,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
439,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 9, 13, 29, 32, 37, 41, 45]","[4, 9, 13, 18, 22, 27, 31, 36, 40, 45]",0.88,0.71,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb10k.mxml,cb,10000,Fixed,2000,Fixed,False,0,3,4
440,time_series_strategy,cpd_frequency_delta1,"[14, 16, 18, 20, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.62,0.5,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
441,time_series_strategy,cpd_frequency_delta3,"[5, 17, 19, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.5,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
442,time_series_strategy,cpd_prob_freq_delta1,"[3, 5, 7, 9, 12, 14, 16, 18, 20, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.89,0.67,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
443,time_series_strategy,cpd_prob_freq_delta3,"[10, 17, 19, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.5,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
444,threshold_strategy,gtest_frequency1,"[2, 5, 7, 9, 11, 14, 16, 18, 20, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.89,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
445,threshold_strategy,gtest_frequency3,[22],"[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
446,threshold_strategy,fixed_frequency_delta_percentage1,"[2, 5, 6, 10, 11, 14, 16, 19, 20, 22]","[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.67,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
447,threshold_strategy,fixed_frequency_delta_percentage3,[22],"[2, 4, 6, 9, 11, 13, 15, 18, 20, 22]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb5k.mxml,cb,5000,Fixed,2000,Fixed,False,0,3,4
448,time_series_strategy,cpd_frequency_delta1,"[4, 7, 11, 13, 17, 27, 31, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.75,0.71,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
449,time_series_strategy,cpd_frequency_delta3,"[5, 7, 12, 14, 18, 22, 29, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.88,1.14,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
450,time_series_strategy,cpd_prob_freq_delta1,"[3, 7, 11, 13, 17, 27, 31, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.75,0.57,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
451,time_series_strategy,cpd_prob_freq_delta3,"[8, 11, 14, 18, 29, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.71,1.4,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
452,threshold_strategy,gtest_frequency1,"[3, 7, 10, 13, 17, 20, 24, 27, 31, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.89,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
453,threshold_strategy,gtest_frequency3,"[3, 7, 10, 13, 17, 20, 24, 27, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.82,0.38,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
454,threshold_strategy,fixed_frequency_delta_percentage1,"[1, 2, 3, 7, 10, 14, 15, 23, 24, 27, 28, 29, 31, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.73,0.77,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
455,threshold_strategy,fixed_frequency_delta_percentage3,"[7, 10, 33]","[3, 6, 10, 13, 16, 20, 23, 27, 30, 33]",0.36,0.5,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cb\cb7.5k.mxml,cb,7500,Fixed,2000,Fixed,False,0,3,4
456,time_series_strategy,cpd_frequency_delta1,"[5, 9, 14, 18, 23, 28, 33, 37, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
457,time_series_strategy,cpd_frequency_delta3,"[6, 10, 15, 20, 24, 30, 33, 38, 43, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,1.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
458,time_series_strategy,cpd_prob_freq_delta1,"[5, 9, 14, 18, 23, 28, 33, 37, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
459,time_series_strategy,cpd_prob_freq_delta3,"[6, 10, 15, 19, 25, 29, 34, 38, 43, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,1.67,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
460,threshold_strategy,gtest_frequency1,"[5, 9, 14, 18, 23, 28, 33, 37, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
461,threshold_strategy,gtest_frequency3,"[5, 9, 14, 18, 23, 28, 33, 37, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
462,threshold_strategy,fixed_frequency_delta_percentage1,"[4, 10, 13, 20, 23, 28, 29, 30, 32, 38, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",0.9,0.91,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
463,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 10, 13, 20, 23, 38, 42, 46]","[4, 9, 13, 18, 23, 27, 32, 37, 41, 46]",0.88,0.71,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd10k.mxml,cd,10000,Fixed,2000,Fixed,False,0,3,4
464,time_series_strategy,cpd_frequency_delta1,"[3, 5, 7, 9, 12, 14, 17, 19, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.89,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
465,time_series_strategy,cpd_frequency_delta3,"[6, 8, 11, 13, 15, 17, 20, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.75,0.86,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
466,time_series_strategy,cpd_prob_freq_delta1,"[7, 9, 12, 14, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.71,0.2,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
467,time_series_strategy,cpd_prob_freq_delta3,"[6, 8, 10, 13, 15, 17, 20, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.62,1.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
468,threshold_strategy,gtest_frequency1,"[2, 5, 7, 10, 12, 14, 17, 19, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.89,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
469,threshold_strategy,gtest_frequency3,"[14, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.2,0.0,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
470,threshold_strategy,fixed_frequency_delta_percentage1,"[2, 5, 7, 10, 12, 14, 15, 19, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.89,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
471,threshold_strategy,fixed_frequency_delta_percentage3,[23],"[2, 4, 7, 9, 11, 14, 16, 18, 21, 23]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd5k.MXML,cd,5000,Fixed,2000,Fixed,False,0,3,4
472,time_series_strategy,cpd_frequency_delta1,"[3, 9, 12, 17, 21, 26, 30, 35, 38, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
473,time_series_strategy,cpd_frequency_delta3,"[5, 9, 14, 18, 22, 27, 31, 36, 40, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",1.0,1.67,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
474,time_series_strategy,cpd_prob_freq_delta1,"[4, 8, 13, 17, 21, 26, 30, 34, 39, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
475,time_series_strategy,cpd_prob_freq_delta3,"[5, 9, 14, 18, 22, 27, 31, 35, 40, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",1.0,1.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
476,threshold_strategy,gtest_frequency1,"[3, 9, 12, 18, 21, 27, 29, 35, 38, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",0.89,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
477,threshold_strategy,gtest_frequency3,"[3, 9, 12, 18, 21, 35, 38, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",0.88,0.57,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
478,threshold_strategy,fixed_frequency_delta_percentage1,"[1, 2, 3, 9, 12, 18, 19, 37, 38, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",0.67,0.78,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
479,threshold_strategy,fixed_frequency_delta_percentage3,"[9, 12, 43]","[3, 8, 12, 17, 20, 26, 29, 34, 38, 43]",0.36,0.5,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cd\cd7.5k.MXML,cd,7500,Fixed,2000,Fixed,False,0,3,4
480,time_series_strategy,cpd_frequency_delta1,"[5, 9, 14, 19, 24, 29, 33, 38, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
481,time_series_strategy,cpd_frequency_delta3,"[6, 10, 15, 20, 25, 30, 35, 39, 44, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,1.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
482,time_series_strategy,cpd_prob_freq_delta1,"[5, 9, 14, 19, 24, 29, 34, 38, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
483,time_series_strategy,cpd_prob_freq_delta3,"[6, 10, 15, 20, 25, 30, 34, 39, 44, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,1.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
484,threshold_strategy,gtest_frequency1,"[4, 10, 14, 19, 24, 29, 33, 39, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
485,threshold_strategy,gtest_frequency3,"[4, 10, 14, 19, 24, 29, 33, 39, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
486,threshold_strategy,fixed_frequency_delta_percentage1,"[4, 10, 13, 19, 21, 22, 23, 31, 33, 39, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",0.9,0.82,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
487,threshold_strategy,fixed_frequency_delta_percentage3,"[4, 10, 13, 39, 43, 47]","[4, 9, 14, 19, 23, 28, 33, 38, 42, 47]",0.71,0.8,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf10k.mxml,cf,10000,Fixed,2000,Fixed,False,0,3,4
488,time_series_strategy,cpd_frequency_delta1,"[3, 5, 7, 10, 12, 14, 17, 19, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.89,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
489,time_series_strategy,cpd_frequency_delta3,"[6, 8, 11, 13, 16, 18, 20, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.88,0.71,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
490,time_series_strategy,cpd_prob_freq_delta1,"[10, 12, 14, 17, 19, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.71,0.6,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
491,time_series_strategy,cpd_prob_freq_delta3,"[6, 8, 11, 13, 15, 18, 20, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.88,0.86,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
492,threshold_strategy,gtest_frequency1,"[2, 5, 7, 10, 12, 15, 17, 19, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.78,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
493,threshold_strategy,gtest_frequency3,[23],"[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
494,threshold_strategy,fixed_frequency_delta_percentage1,"[2, 5, 7, 11, 12, 16, 17, 20, 21, 23]","[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.56,0.44,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
495,threshold_strategy,fixed_frequency_delta_percentage3,[23],"[2, 4, 7, 9, 11, 14, 16, 19, 21, 23]",0.0,,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf5k.mxml,cf,5000,Fixed,2000,Fixed,False,0,3,4
496,time_series_strategy,cpd_frequency_delta1,"[4, 7, 11, 14, 18, 21, 25, 29, 32, 35]","[3, 7, 10, 14, 17, 21, 24, 28, 32, 35]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Fixed,False,0,3,4
497,time_series_strategy,cpd_frequency_delta3,"[5, 8, 12, 15, 18, 35]","[3, 7, 10, 14, 17, 21, 24, 28, 32, 35]",0.71,1.4,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Fixed,False,0,3,4
498,time_series_strategy,cpd_prob_freq_delta1,"[4, 7, 11, 14, 18, 21, 25, 29, 32, 35]","[3, 7, 10, 14, 17, 21, 24, 28, 32, 35]",1.0,0.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Fixed,False,0,3,4
499,time_series_strategy,cpd_prob_freq_delta3,"[5, 8, 12, 15, 19, 22, 26, 30, 33, 35]","[3, 7, 10, 14, 17, 21, 24, 28, 32, 35]",1.0,1.56,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Fixed,False,0,3,4
500,threshold_strategy,gtest_frequency1,"[3, 8, 10, 15, 18, 22, 23, 24, 25, 29, 32, 35]","[3, 7, 10, 14, 17, 21, 24, 28, 32, 35]",0.8,0.64,../Input/Synthetic/Business Process Drift - (Maaradji - Fast)/logs\cf\cf7.5k.mxml,cf,7500,Fixed,2000,Fixed,False,0,3,4
