,detection_strategy,detection_feature,detection_results,ground_truth,f1,delay,log_path,tipo_mudanca,noise_size,window_size_mode,window_size,window_ref_mode,overlap,sliding_step,margin_error,margin_error_corrected
232,time_series_strategy,cpd_frequency_delta3,"[16, 34, 49]","[15, 33, 49]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ConditionalToSequence\output\ConditionalToSequence_2.mxml.gz,Size4/ConditionalToSequence_2,2,Fixed,4000,Fixed,True,2000,3,6
233,time_series_strategy,cpd_frequency_delta3,"[16, 35, 50]","[15, 34, 50]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ConditionalToSequence\output\ConditionalToSequence_5.mxml.gz,Size4/ConditionalToSequence_5,5,Fixed,4000,Fixed,True,2000,3,6
234,time_series_strategy,cpd_frequency_delta3,"[12, 24, 34]","[10, 22, 34]",1.0,2.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Frequency\output\Frequency.mxml.gz,Size4/Frequency,0,Fixed,4000,Fixed,True,2000,3,6
235,time_series_strategy,cpd_frequency_delta3,"[12, 24, 35]","[11, 23, 35]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Frequency\output\Frequency_2.mxml.gz,Size4/Frequency_2,2,Fixed,4000,Fixed,True,2000,3,6
236,time_series_strategy,cpd_frequency_delta3,"[13, 25, 36]","[11, 23, 36]",1.0,2.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Frequency\output\Frequency_5.mxml.gz,Size4/Frequency_5,5,Fixed,4000,Fixed,True,2000,3,6
237,time_series_strategy,cpd_frequency_delta3,"[15, 35, 50]","[14, 34, 50]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Loop\output\Loop.mxml.gz,Size4/Loop,0,Fixed,4000,Fixed,True,2000,3,6
238,time_series_strategy,cpd_frequency_delta3,"[15, 36, 51]","[15, 35, 51]",1.0,0.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Loop\output\Loop_2.mxml.gz,Size4/Loop_2,2,Fixed,4000,Fixed,True,2000,3,6
239,time_series_strategy,cpd_frequency_delta3,"[15, 37, 52]","[15, 36, 52]",1.0,0.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\Loop\output\Loop_5.mxml.gz,Size4/Loop_5,5,Fixed,4000,Fixed,True,2000,3,6
240,time_series_strategy,cpd_frequency_delta3,"[17, 35, 51]","[16, 34, 51]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelMove\output\ParallelMove.mxml.gz,Size4/ParallelMove,0,Fixed,4000,Fixed,True,2000,3,6
241,time_series_strategy,cpd_frequency_delta3,"[17, 36, 52]","[16, 34, 52]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelMove\output\ParallelMove_2.mxml.gz,Size4/ParallelMove_2,2,Fixed,4000,Fixed,True,2000,3,6
242,time_series_strategy,cpd_frequency_delta3,"[17, 36, 53]","[17, 35, 53]",1.0,0.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelMove\output\ParallelMove_5.mxml.gz,Size4/ParallelMove_5,5,Fixed,4000,Fixed,True,2000,3,6
243,time_series_strategy,cpd_frequency_delta3,"[15, 30, 34, 44]","[14, 29, 44]",0.8,2.33,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelRemoval\output\ParallelRemoval.mxml.gz,Size4/ParallelRemoval,0,Fixed,4000,Fixed,True,2000,3,6
244,time_series_strategy,cpd_frequency_delta3,"[15, 32, 45]","[14, 30, 45]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelRemoval\output\ParallelRemoval_2.mxml.gz,Size4/ParallelRemoval_2,2,Fixed,4000,Fixed,True,2000,3,6
245,time_series_strategy,cpd_frequency_delta3,"[15, 33, 46]","[14, 31, 46]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelRemoval\output\ParallelRemoval_5.mxml.gz,Size4/ParallelRemoval_5,5,Fixed,4000,Fixed,True,2000,3,6
246,time_series_strategy,cpd_frequency_delta3,"[19, 36, 55]","[17, 36, 55]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelToSequence\output\ParallelToSequence.mxml.gz,Size4/ParallelToSequence,0,Fixed,4000,Fixed,True,2000,3,6
247,time_series_strategy,cpd_frequency_delta3,"[18, 37, 56]","[18, 37, 56]",1.0,0.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelToSequence\output\ParallelToSequence_2.mxml.gz,Size4/ParallelToSequence_2,2,Fixed,4000,Fixed,True,2000,3,6
248,time_series_strategy,cpd_frequency_delta3,"[18, 39, 57]","[18, 38, 57]",1.0,0.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\ParallelToSequence\output\ParallelToSequence_5.mxml.gz,Size4/ParallelToSequence_5,5,Fixed,4000,Fixed,True,2000,3,6
249,time_series_strategy,cpd_frequency_delta3,"[18, 36, 53]","[17, 35, 53]",1.0,1.0,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\SerialMove\output\SerialMove.mxml.gz,Size4/SerialMove,0,Fixed,4000,Fixed,True,2000,3,6
250,time_series_strategy,cpd_frequency_delta3,"[18, 37, 54]","[17, 35, 54]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\SerialMove\output\SerialMove_2.mxml.gz,Size4/SerialMove_2,2,Fixed,4000,Fixed,True,2000,3,6
251,time_series_strategy,cpd_frequency_delta3,"[18, 38, 55]","[17, 36, 55]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\SerialMove\output\SerialMove_5.mxml.gz,Size4/SerialMove_5,5,Fixed,4000,Fixed,True,2000,3,6
252,time_series_strategy,cpd_frequency_delta3,"[16, 30, 45]","[14, 29, 45]",1.0,1.5,../Input/Synthetic/CPN_Logs_Characterization_Ext/FragmentChange\Size4\Atomic\SerialRemoval\output\SerialRemoval.mxml.gz,Size4/SerialRemoval,0,Fixed,4000,Fixed,True,2000,3,6
